UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm,Climate
1672524000,Zogtron,Af,28.212374041012595,1017.1861067335948,10.72905634329878,179.3571623089626,102.91460929655582,98.7438278896675,1.2121423905226998,Tropical
1672610400,Zogtron,Af,27.852705923901624,1024.4395278860115,13.307872448353395,119.54192353712455,99.06257141597284,87.1877142479185,6.484019838202708,Tropical
1672696800,Zogtron,Af,24.51019029153285,1001.0634878127722,12.826187042813393,188.91887935398282,92.8859344213474,68.65780326404219,3.7896106227260873,Tropical
1672783200,Zogtron,Af,29.168786433596665,1026.5532764786178,24.129073490360106,207.85910456811706,97.49710613040745,82.49131839122234,3.98145100821589,Tropical
1672869600,Zogtron,Af,26.67133742666137,1013.1000221655421,11.1363643474599,145.93599777627114,87.35993512561411,52.07980537684233,3.357428367590512,Tropical
1672956000,Zogtron,Af,32.4831346699458,1009.9575457602565,12.389735177699343,46.722278204914915,101.72233781875427,95.1670134562628,0.9367685580743534,Tropical
1673042400,Zogtron,Af,27.278106958426378,1001.8633292639691,21.095002133772756,315.2395025255995,102.07407443259561,96.2222232977868,1.3046741980436676,Tropical
1673128800,Zogtron,Af,33.13309096824988,1009.1874869829571,21.83917182017282,205.68000581886628,90.75140687686515,62.25422063059543,4.738258242764268,Tropical
1673215200,Zogtron,Af,24.830255585285023,1018.2139720895963,11.867302745775891,289.09504530917326,93.95993449213672,71.87980347641017,6.548064659352777,Tropical
1673301600,Zogtron,Af,27.576671548310067,1024.9383691073695,22.112855265724317,164.9514427215186,97.65937723159739,82.97813169479218,4.406897633942688,Tropical
1673388000,Zogtron,Af,30.42099302796485,1021.640879708129,24.971486455395357,297.7295157176687,91.87629763050124,65.62889289150374,4.058409160648368,Tropical
1673474400,Zogtron,Af,26.092446188939046,1000.2416254370492,5.1829265503942,86.48868985165558,96.60303387846854,79.8091016354056,7.660787711376508,Tropical
1673560800,Zogtron,Af,31.526142118783625,1003.8671836939825,8.048171754225539,249.7502013219926,97.11749795019931,81.35249385059791,1.7516597340869624,Tropical
1673647200,Zogtron,Af,27.119056521785286,1014.9850213947168,22.112294554814426,292.97104878887274,88.62132498545296,55.863974956358895,1.1549424354879059,Tropical
1673733600,Zogtron,Af,30.892426307341562,1019.841942747426,9.546555442694132,104.8762032390076,88.75759883441255,56.272796503237636,0.9803929524988227,Tropical
1673820000,Zogtron,Af,31.526241859155366,1001.2792575479189,16.936251554804542,322.3562616473451,95.11403370621323,75.3421011186397,1.0091591004936151,Tropical
1673906400,Zogtron,Af,32.74796380897616,1009.0821093994443,20.710937778530003,67.82645233470072,87.98286039275527,53.94858117826581,4.762816064428071,Tropical
1673992800,Zogtron,Af,33.0730185277051,1027.431300393563,12.262862122266842,253.19059405658328,94.91265864175143,74.73797592525429,3.79936934151558,Tropical
1674079200,Zogtron,Af,28.18616418886941,1008.6439689977606,16.376885338067098,4.480011460808115,93.84276693343998,71.52830080031994,0.9347457574964956,Tropical
1674165600,Zogtron,Af,32.165023678383655,1000.3229946314292,7.110014359703207,123.34965034829854,103.05320932149388,99.15962796448164,0.6536068535208821,Tropical
1674252000,Zogtron,Af,31.15405474178585,1004.0726809400772,5.173451703739151,272.6133679231945,95.10191989977002,75.30575969931007,0.6045550909176494,Tropical
1674338400,Zogtron,Af,25.026409947997706,1022.0098004936082,12.225705125882227,350.5901286226946,88.19266709672382,54.57800129017146,4.035509179071918,Tropical
1674424800,Zogtron,Af,28.359083936516523,1003.1478037438583,9.6243918245312,308.4849558102177,91.43654498878907,64.30963496636721,3.4349926025931863,Tropical
1674511200,Zogtron,Af,30.763113455088195,1020.0350378250594,10.417859396302253,156.09770220849694,91.70447853274143,65.11343559822431,1.682187252203208,Tropical
1674597600,Zogtron,Af,27.58743027115822,1010.5594621658298,16.185011179921897,275.2524535045748,90.9711362592742,62.91340877782262,5.702155041808496,Tropical
1674684000,Zogtron,Af,29.74679366901379,1005.6675961811284,24.4389965785697,86.90638923154543,100.04841335776959,90.14524007330877,1.110039067302256,Tropical
1674770400,Zogtron,Af,29.028337233773225,1017.2308647207541,12.925498374223155,279.77979465133427,91.17903601234379,63.537108037031345,6.027982742927884,Tropical
1674856800,Zogtron,Af,33.059851582476085,1001.2794031399262,21.45552453811068,258.29177665172995,99.20276780828733,87.60830342486199,7.78614691978117,Tropical
1674943200,Zogtron,Af,33.70067062986098,1025.2398450132887,19.460416028953677,114.52347301900555,89.37781558702021,58.13344676106062,0.5536799083842151,Tropical
1675029600,Zogtron,Af,27.389825251288258,1023.8570926678528,14.800440092321821,69.61610548527935,97.21682855261247,81.65048565783742,1.7677702420559234,Tropical
1675116000,Zogtron,Af,26.131523636257377,1019.7465851436814,22.41726062004798,272.5979353665382,88.65509249474309,55.96527748422926,4.772863108659392,Tropical
1675202400,Zogtron,Af,34.70146338708137,1028.009926102528,21.04297908725161,7.518320190076944,91.3274032526767,63.98220975803012,0.27118037770941333,Tropical
1675288800,Zogtron,Af,28.16827421095602,1012.2108116369437,17.630687364296627,124.48142224075423,94.11946268634372,72.35838805903118,4.054669358969953,Tropical
1675375200,Zogtron,Af,34.46741814199224,1002.0962834010504,15.797185850206702,216.64197417278368,101.27515988041434,93.82547964124299,3.8914955888922753,Tropical
1675461600,Zogtron,Af,29.175640208895544,1021.9322473613369,17.100066781780228,270.93090765580183,100.82523263249398,92.47569789748192,1.1458495253142227,Tropical
1675548000,Zogtron,Af,32.9487913505193,1019.8662729503585,9.41201009443748,330.3847267455831,88.90894915638485,56.726847469154535,0.232651772979475,Tropical
1675634400,Zogtron,Af,32.99492127628511,1001.3857701728805,17.02459057811419,279.97352164568997,99.45397790456484,88.3619337136945,6.839975128104053,Tropical
1675720800,Zogtron,Af,27.522584373389883,1007.8754540812449,11.731184734327043,144.19907046130766,100.60551324148119,91.81653972444357,2.3760161052568534,Tropical
1675807200,Zogtron,Af,28.008182222517537,1021.4428471007003,16.356082029588872,66.11474886008394,89.9128913753488,59.738674126046405,3.7627765833160063,Tropical
1675893600,Zogtron,Af,35.465850837434324,1027.2387739548985,9.242532338435103,175.72495384868395,101.96569425337307,95.89708276011922,0.6961747778662464,Tropical
1675980000,Zogtron,Af,26.462993633611084,1006.591194112339,24.5121484982055,300.21567693300585,89.51191662755967,58.535749882679,3.234945573244932,Tropical
1676066400,Zogtron,Af,28.73035023481939,1009.600199690108,21.336930475759925,212.58679468746604,87.92064923463029,53.761947703890876,0.4922278290215086,Tropical
1676152800,Zogtron,Af,29.340493033981048,1010.9167721824774,12.794038260238697,271.0539525178824,92.87438056778575,68.62314170335725,6.271818546501536,Tropical
1676239200,Zogtron,Af,30.43293083235957,1014.1081110887434,17.57625163631282,57.42351709721098,90.82288253945043,62.4686476183513,0.5628060475358745,Tropical
1676325600,Zogtron,Af,32.87534027865391,1024.7483663741546,21.58579981667259,61.02845254121854,90.5522259853327,61.656677955998106,5.305569662060079,Tropical
1676412000,Zogtron,Af,28.813110630084743,1016.8459473509256,6.4855108627050395,180.76189626344893,90.0221533389576,60.06646001687278,5.475640067333972,Tropical
1676498400,Zogtron,Af,27.334821587729248,1027.6451636727215,22.71325883103145,192.57470942671688,87.19452467145766,51.58357401437297,2.328695020140977,Tropical
1676584800,Zogtron,Af,26.986047483672642,1004.7875605418157,22.41962264767055,126.85881072231342,102.16316400023604,96.48949200070814,3.703803437031305,Tropical
1676671200,Zogtron,Af,31.261771111676232,1021.894089903069,8.881423660533518,181.8488667001564,97.41197051788056,82.23591155364169,0.6185786746510432,Tropical
1676757600,Zogtron,Af,32.05613611829942,1014.7398510939219,22.255553094695937,108.9021642691977,90.72245333092039,62.167359992761185,4.631262652150502,Tropical
1676844000,Zogtron,Af,28.527785926990347,1024.8368124113413,11.419460492335192,301.0430326289974,86.87280345943516,50.61841037830549,3.6603065653761178,Tropical
1676930400,Zogtron,Af,34.04446070638586,1009.1174931668788,17.44086968167876,167.96296429960896,96.26727237685299,78.80181713055897,1.0660567766318794,Tropical
1677016800,Zogtron,Af,34.08234693737339,1022.434078084308,19.722309029428175,190.89485432771488,88.84801712395439,56.54405137186316,2.1239104400647313,Tropical
1677103200,Zogtron,Af,32.427005923816644,1023.5506392701742,23.03312667579671,275.41805374654297,87.17099512093067,51.512985362791994,3.7128325691896453,Tropical
1677189600,Zogtron,Af,32.22114545587476,1017.6463953377905,12.31404568265896,168.22959397040245,97.13373918456222,81.40121755368664,4.870038469950613,Tropical
1677276000,Zogtron,Af,29.509846338763605,1025.9558003459758,21.446573030240025,315.6683456277472,89.40631658883737,58.21894976651211,4.7727865986420825,Tropical
1677362400,Zogtron,Af,35.09328743863261,1024.6319418769465,19.520205906720726,312.3131214978706,102.90953679564583,98.72861038693748,5.066462288523868,Tropical
1677448800,Zogtron,Af,30.080053775859596,1010.6269813442266,10.54914136158094,265.9932909899724,95.00823280912425,75.02469842737275,4.9410391561914695,Tropical
1677535200,Zogtron,Af,32.13410061187722,1006.1942986944706,21.30153528830618,79.00884979048507,88.77968235352218,56.339047060566514,3.3438840547965665,Tropical
1677621600,Zogtron,Af,36.85043691516515,1010.0169137641377,18.248597557286843,58.4490409773375,87.21561553492683,51.64684660478049,1.3966877528605535,Tropical
1677708000,Zogtron,Af,31.07128935786121,1011.9485348086366,12.897195083953592,162.25131500495058,100.41231663079411,91.23694989238234,3.6316026288108865,Tropical
1677794400,Zogtron,Af,30.79227260495677,1016.4547757004785,19.123623396486234,84.0442052355481,96.03682717873558,78.11048153620672,0.40613009621043317,Tropical
1677880800,Zogtron,Af,27.695183280563374,1018.2964025627792,11.776396288862017,117.27208740393817,102.82303713496788,98.46911140490366,5.635962444502411,Tropical
1677967200,Zogtron,Af,36.17404116132228,1022.8931480078119,12.97247773607646,66.71195458323564,94.78922996472937,74.36768989418813,1.7841153382888435,Tropical
1678053600,Zogtron,Af,27.47636535239375,1018.2117610426194,14.251927726363009,88.95883786591166,97.45147319157061,82.35441957471184,4.362100620285032,Tropical
1678140000,Zogtron,Af,31.98631468633094,1010.5446386599167,11.907902413197792,288.14877427696763,100.45549338936031,91.36648016808093,2.545943105736611,Tropical
1678226400,Zogtron,Af,29.404600766957067,1002.4011781919914,14.809285507402588,1.8434904633830307,103.26211744530505,99.78635233591515,7.749934167811378,Tropical
1678312800,Zogtron,Af,34.352485225835,999.2911688886771,7.168509134152283,90.28395127360062,93.88538988490467,71.65616965471402,3.9293916836357954,Tropical
1678399200,Zogtron,Af,35.0825936612307,1022.1771970733228,16.707708358940717,27.522754419219062,101.81495332215734,95.444859966472,3.9856760947227374,Tropical
1678485600,Zogtron,Af,28.839003216912083,1014.7936980165766,17.141591588338855,48.22138532211102,89.41395717902658,58.241871537079746,5.356205776667174,Tropical
1678572000,Zogtron,Af,30.688542427803064,1026.8069501703446,13.886985944900738,14.678833960373193,87.25927946856969,51.777838405709076,0.7783523254971724,Tropical
1678658400,Zogtron,Af,34.66746438899729,1021.8887931524379,9.4560316426701,127.79183236118256,92.04881454650275,66.14644363950825,2.289423737764191,Tropical
1678744800,Zogtron,Af,29.9230476360853,1021.1475635346544,5.170042369838768,45.71205099985381,98.03432729170977,84.10298187512933,1.5407289183368722,Tropical
1678831200,Zogtron,Af,31.425778932819426,1004.5666214610785,11.893711838572498,209.0929986806014,91.13651246981429,63.40953740944289,4.430221555017675,Tropical
1678917600,Zogtron,Af,29.952692216864243,1008.6378989907894,13.483049503923564,157.55800096784301,92.28537360368377,66.8561208110513,0.9398429872763062,Tropical
1679004000,Zogtron,Af,33.154046406136736,1007.068419035183,20.255845315159206,217.34759494099708,88.07375435708317,54.221263071249545,1.3052738170567093,Tropical
1679090400,Zogtron,Af,36.591959037855005,1014.0442127470262,16.788791942250647,149.17518467478493,90.85737366042872,62.57212098128617,4.855433058062786,Tropical
1679176800,Zogtron,Af,28.699771365088782,1012.8298729233269,16.21351739737846,99.69103145108731,92.90382779813163,68.71148339439489,3.273862051413229,Tropical
1679263200,Zogtron,Af,32.90123740846108,1002.820060974528,12.827846609619467,7.719072286158948,94.67288189744585,74.01864569233756,0.7993732229111958,Tropical
1679349600,Zogtron,Af,34.634991516354965,1024.3865559153637,9.567258474076596,214.13723604483133,101.2215496373137,93.66464891194109,6.113992395900509,Tropical
1679436000,Zogtron,Af,34.26704175778926,1014.4477353902242,17.49047789244071,28.889702603607024,90.36238739363147,61.08716218089438,5.590517244587596,Tropical
1679522400,Zogtron,Af,31.887737222887566,1001.2277036476866,10.482579987032018,163.17182306168007,95.72172209160723,77.1651662748217,2.005148311374427,Tropical
1679608800,Zogtron,Af,31.735629952745484,1013.5736574864341,11.785916636779369,280.7396563367692,101.76934432913913,95.30803298741739,7.631966110418947,Tropical
1679695200,Zogtron,Af,35.079045100058934,1018.7591868567138,7.561232755112539,3.166040878938672,99.2269394532306,87.68081835969181,1.0142898371187754,Tropical
1679781600,Zogtron,Af,31.794812633421376,1021.7208417439796,20.791633460194724,5.791819946138355,101.40472850528184,94.21418551584551,4.9421014348028445,Tropical
